gt,exp,err
-7.75,-8.051685494155686,-0.30168549415568613
-7.88,-8.371014568795438,-0.49101456879543814
-7.93,-8.384322818932416,-0.45432281893241644
-8.0,-8.411543291392887,-0.4115432913928867
-8.07,-8.433565721284017,-0.3635657212840169
-8.13,-8.543453060616116,-0.4134530606161153
-8.25,-8.588352974222989,-0.33835297422298893
-8.38,-8.635950396751042,-0.25595039675104125
-8.43,-8.823674294512111,-0.39367429451211144
-8.5,-8.850355141781186,-0.3503551417811863
-8.57,-8.87256383678469,-0.30256383678469057
-8.63,-8.894847904198498,-0.264847904198497
-8.75,-8.93661073630362,-0.18661073630362068
-8.88,-9.06760967296738,-0.18760967296737974
-8.93,-9.07781959723354,-0.147819597233541
-9.0,-9.091342624727417,-0.09134262472741739
-9.07,-9.10297338198547,-0.032973381985469175
-9.13,-9.113813914771209,0.01618608522879228
-9.25,-9.366547970615105,-0.11654797061510536
-9.38,-9.393085234006106,-0.013085234006105395
-9.43,-9.507813890919442,-0.07781389091944213
-9.5,-9.634546047617398,-0.1345460476173983
-9.57,-9.655582112616939,-0.08558211261693849
-9.63,-9.67396763945996,-0.043967639459959074
-9.75,-9.714117603640666,0.03588239635933377
-9.88,-9.95639697994118,-0.07639697994117967
-9.93,-9.97822532873366,-0.048225328733661144
-10.0,-10.098214597140542,-0.09821459714054193
-10.07,-10.13101589689737,-0.06101589689736997
-10.13,-10.160324456179792,-0.03032445617979107
-10.25,-10.214850895082833,0.03514910491716705
-10.38,-10.27534726832267,0.10465273167733002
-10.43,-10.396708438465522,0.033291561534477765
-10.5,-10.606600519942543,-0.1066005199425426
-10.57,-10.61948289558512,-0.04948289558512009
-10.63,-10.62873576832889,0.0012642316711115598
-10.75,-10.647825700723763,0.10217429927623733
-10.88,-10.667816917450935,0.21218308254906582
-10.93,-10.67376592530822,0.25623407469177906
-11.0,-10.685092924722705,0.31490707527729533
-11.07,-10.799999999999999,0.27000000000000135
-11.13,-10.799999999999999,0.33000000000000185
-11.25,-10.799999999999999,0.45000000000000107
-11.38,-10.799999999999999,0.5800000000000018
-11.43,-10.799999999999999,0.6300000000000008
