gt,exp,err
-5.5,-5.530462299453607,-0.03046229945360679
-5.710000000000001,-5.612429832092605,0.0975701679073957
-5.73,-5.621175033593715,0.10882496640628503
-5.98,-5.813916898334354,0.1660831016656461
-6.0,-5.8185303628761975,0.18146963712380249
-6.03,-5.916761987965964,0.11323801203403594
-6.210000000000001,-6.353438005620175,-0.14343800562017428
-6.5,-6.485649221273911,0.014350778726089253
-6.710000000000001,-6.894226994013855,-0.18422699401385412
-6.73,-6.900439235902966,-0.1704392359029656
-6.930000000000001,-7.0800548957778755,-0.1500548957778749
-6.98,-7.099358755732403,-0.11935875573240295
-7.0,-7.110760045744247,-0.11076004574424658
-7.210000000000001,-7.286488290737163,-0.07648829073716179
-7.23,-7.380224832208237,-0.15022483220823624
-7.48,-7.740495103252895,-0.2604951032528948
-7.5,-7.7444108436478,-0.24441084364779986
-7.53,-7.74990103271328,-0.21990103271327932
-7.83,-7.94763095480703,-0.11763095480703001
-7.98,-8.101436560733752,-0.12143656073375197
-8.0,-8.216387099172923,-0.21638709917292331
-8.13,-8.256655710517592,-0.12665571051759095
-8.21,-8.284082477748525,-0.07408247774852406
-8.23,-8.49188157912278,-0.2618815791227789
-8.48,-8.607570359881318,-0.12757035988131804
-8.5,-8.61222752929962,-0.11222752929961999
-8.71,-8.931743332045098,-0.22174333204509722
-8.98,-9.20596713042005,-0.2259671304200488
-9.0,-9.211136561230955,-0.2111365612309548
-9.030000000000001,-9.22063215069364,-0.1906321506936397
-9.21,-9.266760170156545,-0.056760170156543666
-9.23,-9.271492973560463,-0.04149297356046233
-9.33,-9.298689124674823,0.03131087532517718
-9.48,-9.444928673686348,0.03507132631365195
-9.5,-9.449330546041232,0.05066945395876843
-9.63,-9.551482028782484,0.0785179712175168
-9.71,-9.796019893789602,-0.08601989378960084
-9.73,-9.804583461181874,-0.07458346118187364
-9.93,-9.902496578878804,0.02750342112119597
-9.98,-9.930286117900218,0.049713882099782225
-10.23,-10.453493162663834,-0.2234931626638339
-10.5,-10.879302693908608,-0.37930269390860794
-10.530000000000001,-10.891542847387,-0.3615428473869997
-10.71,-10.9522426171455,-0.24224261714549833
-10.83,-10.990825059939587,-0.16082505993958662
-10.98,-11.12536122536663,-0.14536122536662965
-11.0,-11.12831243492932,-0.12831243492932032
-11.21,-11.25,-0.03999999999999915
-11.23,-11.25,-0.019999999999999574
